id,tents,structures,vehicles,year,month,date_time,lat,lon,neighborhood,geoid
567,0,0,01,2025,9,09/10/2025,37.72358303511456,-122.41937354207039,University Mound,06075025900
568,0,0,03,2025,9,09/10/2025,37.751877265210666,-122.38667875539733,Central Waterfront,06075980900
569,0,0,01,2025,9,09/10/2025,37.75273758462829,-122.38680404947097,Central Waterfront,06075980900
570,4,0,00,2025,9,09/10/2025,37.75447952831404,-122.38327949017894,Central Waterfront,06075022600
571,0,0,01,2025,9,09/10/2025,37.74477112155694,-122.47966390103102,Parkside,06075032801
572,0,0,00,2025,9,09/10/2025,37.77500000000001,-122.41830000000002,South of Market,06075017700
573,0,0,00,2025,9,09/10/2025,37.722153114165074,-122.4032855,Portola,06075025800
574,0,0,00,2025,9,09/10/2025,37.77500000000001,-122.41830000000002,South of Market,06075017700
575,0,0,00,2025,9,09/10/2025,37.723639314177284,-122.41448899999999,University Mound,06075025900
576,0,0,00,2025,9,09/10/2025,37.77500000000001,-122.41830000000002,South of Market,06075017700
577,0,0,00,2025,9,09/10/2025,37.72782771421175,-122.41049450000003,Portola,06075025900
578,1,0,00,2025,9,09/10/2025,37.79111284096829,-122.38964362902594,Financial District,06075061507
579,0,0,00,2025,9,09/10/2025,37.72523931419045,-122.406186,Portola,06075025702
580,0,0,00,2025,9,09/10/2025,37.72335211417491,-122.40630259999999,Portola,06075025900
581,0,0,00,2025,9,09/10/2025,37.726019314196876,-122.40870200000003,Portola,06075025702
582,0,0,00,2025,9,09/10/2025,37.72688771420406,-122.41092479999999,Portola,06075025900
583,0,0,01,2025,9,09/10/2025,37.74322334608576,-122.49451495707035,Outer Sunset,06075032901
584,0,0,11,2025,9,09/10/2025,37.76818475563891,-122.41235072182037,Mission,06075017700
585,0,0,13,2025,9,09/10/2025,37.76358687439895,-122.41224613043485,Mission,06075022801
586,0,1,00,2025,9,09/10/2025,37.72872151999629,-122.50644877552985,Lakeshore,06075060400
587,0,0,11,2025,9,09/10/2025,37.74832865542255,-122.48425215482712,Parkside,06075032802
588,0,0,02,2025,9,09/10/2025,37.760633878336,-122.41267413843647,Mission,06075022801
589,0,0,10,2025,9,09/10/2025,37.75151170660443,-122.48172383755445,Outer Sunset,06075032802
590,0,0,03,2025,9,09/10/2025,37.76157102143205,-122.41268439790647,Mission,06075022801
591,0,0,01,2025,9,09/10/2025,37.71749658395635,-122.47725527733564,Parkmerced,06075033203
592,2,0,00,2025,9,09/10/2025,37.768916398252934,-122.41848571371303,Mission,06075020101
593,4,3,00,2025,9,09/10/2025,37.749271513390696,-122.4045730454396,Potrero Hill,06075022903
594,0,1,00,2025,9,09/11/2025,37.782609433668604,-122.4694212153554,Inner Richmond,06075040200
595,0,1,00,2025,9,09/11/2025,37.78095910441027,-122.46974509209396,Inner Richmond,06075040200
596,0,0,02,2025,9,09/11/2025,37.74333098619449,-122.5072219222784,Outer Sunset,06075035400
597,0,0,02,2025,9,09/11/2025,37.743555280105326,-122.50711999833582,Outer Sunset,06075035400
598,0,1,00,2025,9,09/11/2025,37.78091167147355,-122.46308751404285,Inner Richmond,06075045100
599,0,2,00,2025,9,09/11/2025,37.78077758714142,-122.4622754752636,Inner Richmond,06075045100
600,0,3,00,2025,9,09/11/2025,37.78050915275743,-122.47880257666111,Outer Richmond,06075042601
601,0,0,01,2025,9,09/11/2025,37.72363700911234,-122.41381450379878,University Mound,06075025900
602,0,0,01,2025,9,09/11/2025,37.71887494269073,-122.41085517676751,Portola,06075980501
603,0,0,01,2025,9,09/11/2025,37.718992798419684,-122.41045920577784,Portola,06075980501
604,0,0,01,2025,9,09/11/2025,37.719062705603434,-122.41018017060594,Portola,06075980501
605,0,0,01,2025,9,09/11/2025,37.719235420813135,-122.4095197409369,Portola,06075025900
606,0,0,01,2025,9,09/11/2025,37.71482452202789,-122.41623137859531,McLaren Park,06075980501
607,0,0,01,2025,9,09/11/2025,37.713605840852885,-122.41546163334081,McLaren Park,06075026401
608,0,0,13,2025,9,09/11/2025,37.773139413472734,-122.47066006064415,Inner Richmond,06075980300
609,0,0,10,2025,9,09/11/2025,37.77259639283535,-122.48228508979082,Outer Richmond,06075980300
610,0,0,01,2025,9,09/11/2025,37.772337999477216,-122.48802132904531,Outer Richmond,06075980300
611,0,0,01,2025,9,09/11/2025,37.72269560889596,-122.41761098713933,University Mound,06075025900
612,0,0,01,2025,9,09/11/2025,37.77178649227392,-122.50078663229942,Outer Richmond,06075980300
613,0,0,21,2025,9,09/11/2025,37.7715975318679,-122.50500977039337,Outer Richmond,06075980300
614,0,0,20,2025,9,09/11/2025,37.771397970073295,-122.5082203745842,Outer Richmond,06075980300
615,0,0,01,2025,9,09/11/2025,37.771578185263316,-122.50968385487793,Outer Richmond,06075047904
616,0,0,01,2025,9,09/11/2025,37.72023550636948,-122.42542537277319,Excelsior,06075980501
617,0,0,01,2025,9,09/11/2025,37.71996961600963,-122.42436651251828,Excelsior,06075980501
618,0,0,01,2025,9,09/11/2025,37.775772569725625,-122.51170054078102,Sutro Heights,06075047904
619,0,0,01,2025,9,09/11/2025,37.72005480169021,-122.42465112790289,Excelsior,06075980501
620,0,0,01,2025,9,09/11/2025,37.720077112193955,-122.42478317922408,Excelsior,06075980501
621,0,0,01,2025,9,09/11/2025,37.779580886954044,-122.50517942011358,Sutro Heights,06075047902
622,0,0,01,2025,9,09/11/2025,37.77945051012113,-122.50295385718347,Outer Richmond,06075047902
623,0,0,01,2025,9,09/11/2025,37.77926501423083,-122.50263568013908,Outer Richmond,06075047902
