id,year,month,date_time,lat,lon,neighborhood,geoid
13406853,2021,1,2021-01-24 10:09:00,37.78781404,-122.39510927,South of Market,06075061503
13451362,2021,2,2021-02-04 08:57:00,37.78813743082,-122.42140876069,Lower Nob Hill,06075012001
13409519,2021,1,2021-01-25 08:48:00,37.781068,-122.405218,South of Market,06075017804
13434843,2021,1,2021-01-31 09:51:16,37.73657,-122.4068,Bernal Heights,06075025701
15218143,2022,4,2022-04-14 11:19:18,37.76177423026,-122.41287785951,Mission,06075022801
13392343,2021,1,2021-01-20 01:33:10,37.79772618718,-122.42358786242,Polk Gulch,06075010902
13399111,2021,1,2021-01-22 08:13:14,37.7646484375,-122.41574130147,Mission,06075017700
13388983,2021,1,2021-01-19 04:38:03,37.78348042043,-122.42011210174,Tenderloin,06075012406
13418581,2021,1,2021-01-27 07:18:56,37.7723787631,-122.42384810644,Mint Hill,06075016802
13391368,2021,1,2021-01-20 11:03:58,37.77229154425,-122.39858409081,Mission Bay,06075060702
13452864,2021,2,2021-02-04 01:12:27,37.7842009,-122.41619814,Tenderloin,06075012403
13460707,2021,2,2021-02-06 01:09:50,37.78892026241,-122.42231626804,Cathedral Hill,06075015100
13431416,2021,1,2021-01-30 07:59:00,37.7877632819,-122.39512730131,South of Market,06075061503
15212751,2022,4,2022-04-13 12:59:00,37.71331787109,-122.44420623779,Outer Mission,06075026202
13433425,2021,1,2021-01-30 03:38:24,37.75015276029,-122.38790324217,Central Waterfront,06075980900
13401521,2021,1,2021-01-22 03:14:25,37.781875,-122.421425,Cathedral Hill,06075016000
13450960,2021,2,2021-02-04 07:21:24,37.78041607299,-122.39908074194,South of Market,06075018000
13390556,2021,1,2021-01-20 08:26:00,37.75213730742,-122.42009910909,Mission,06075020900
13403058,2021,1,2021-01-23 01:09:51,37.772149,-122.4170834,South of Market,06075017700
13439614,2021,2,2021-02-01 12:55:00,37.74915127,-122.40659818,Mission,06075022903
13412063,2021,1,2021-01-25 02:32:08,37.7810077,-122.4051585,South of Market,06075017804
13437761,2021,2,2021-02-01 08:36:00,37.7854347229,-122.4196395874,Tenderloin,06075012202
13418601,2021,1,2021-01-27 07:23:14,37.76409415189,-122.42859796303,Mission Dolores,06075020300
13445958,2021,2,2021-02-02 06:36:00,37.76481652985,-122.42656134593,Mission Dolores,06075020300
13463876,2021,2,2021-02-07 02:31:00,37.7114091,-122.4626365,Merced Heights,06075031302
13401943,2021,1,2021-01-22 05:13:27,37.78582015919,-122.42312819913,Cathedral Hill,06075015100
13436719,2021,1,2021-01-31 07:28:55,37.78003901026,-122.41323324377,Civic Center,06075012504
15214135,2022,4,2022-04-13 05:21:33,37.7789136,-122.4080652,South of Market,06075017804
13384937,2021,1,2021-01-19 08:11:31,37.76491615459,-122.41133563232,Mission,06075017700
13463034,2021,2,2021-02-07 10:39:28,37.77768990227,-122.41187978989,South of Market,06075017603
13380658,2021,1,2021-01-17 09:38:54,37.76433743,-122.4285363,Mission Dolores,06075020300
